gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
64538651	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	83813 Cocolalla	Idaho	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	48.080299	-116.610817							1998-02-22	22	2	1998	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17097877				CC0_1_0					2025-11-17T16:46:30.827Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64538769	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	84533 Lake Powell	Utah	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	37.671043	-110.69913							1998-02-20	20	2	1998	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17117851				CC0_1_0					2025-11-17T16:46:30.828Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64538813	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		CA	V0H 1N0 Naramata	British Columbia	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	49.6	-119.58333							1998-02-20	20	2	1998	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17127726				CC0_1_0					2025-11-17T16:46:30.828Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64539047	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	98362 Port Angeles	Washington	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	48.10593	-123.41009							2000-02-20	20	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17181257				CC0_1_0					2025-11-17T16:46:30.829Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64539209	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	88355 Ruidoso	New Mexico	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	33.36605	-105.64249							2000-02-21	21	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17223933				CC0_1_0					2025-11-17T16:46:30.829Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64539380	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	59922 Lakeside	Montana	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	48.015053	-114.222046							2000-02-18	18	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17262548				CC0_1_0					2025-11-17T16:46:30.830Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64539498	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	80435 Dillon	Colorado	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	39.61931	-106.04051							2000-02-21	21	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17289270				CC0_1_0					2025-11-17T16:46:30.831Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64539542	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		CA	V0G 1Y0 Rossland	British Columbia	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	49.10022	-117.80063							2000-02-21	21	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17300501				CC0_1_0					2025-11-17T16:46:30.832Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64539704	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	86326 Cottonwood	Arizona	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	34.718582	-112.003845							2000-02-19	19	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17343355				CC0_1_0					2025-11-17T16:46:30.832Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64539993	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	55116 Saint Paul	Minnesota	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	44.9126	-93.1746							2000-02-18	18	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17402642				CC0_1_0					2025-11-17T16:46:30.832Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64540045	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	56461 Laporte	Minnesota	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	47.23733	-94.79073							2000-02-18	18	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17415124				CC0_1_0					2025-11-17T16:46:30.832Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64540207	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	15341 Holbrook	Pennsylvania	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	39.84443	-80.34194							2000-02-21	21	2	2000	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17469797				CC0_1_0					2025-11-17T16:46:30.833Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64540496	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	92124 San Diego	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	32.82537	-117.09896							2001-02-16	16	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17545382				CC0_1_0					2025-11-17T16:46:30.833Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64540540	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	04330 Augusta	Maine	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	44.3358	-69.7452							2001-02-16	16	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17557866				CC0_1_0					2025-11-17T16:46:30.833Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64540658	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	93555 Ridgecrest	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	35.8113	-117.5116							2001-02-17	17	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17592567				CC0_1_0					2025-11-17T16:46:30.833Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64540702	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		CA	V1C 4R8 Cranbrook	British Columbia	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	49.50157	-115.74237							2001-02-17	17	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17600605				CC0_1_0					2025-11-17T16:46:30.833Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64540991	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	92128 San Diego	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	33.001041	-117.068191							2001-02-18	18	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17672871				CC0_1_0					2025-11-17T16:46:30.834Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64541387	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus cryptoleucus		SPECIES	Corvus cryptoleucus Couch, 1854	Corvus cryptoleucus		US	87501 Santa Fe	New Mexico	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	35.7946	-105.9929							2001-02-16	16	2	2001	2482500	2482500	OBSERVATION	CLO	GBBC	OBS17769222				CC0_1_0					2025-11-17T16:46:30.834Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64541431	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	99652 Big Lake	Alaska	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	61.55251	-149.81932							2001-02-17	17	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17779314				CC0_1_0					2025-11-17T16:46:30.834Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64541549	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	49799 Wolverine	Michigan	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	45.26838	-84.59092							2001-02-16	16	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17808703				CC0_1_0					2025-11-17T16:46:30.835Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64541882	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	92506 Riverside	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	33.941204	-117.3627							2001-02-19	19	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17883670				CC0_1_0					2025-11-17T16:46:30.836Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64542160	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	59917 Eureka	Montana	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	48.876083	-115.051285							2001-02-16	16	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17939545				CC0_1_0					2025-11-17T16:46:30.836Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64542278	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	83843 Moscow	Idaho	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	46.7334	-116.9442							2001-02-19	19	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17970813				CC0_1_0					2025-11-17T16:46:30.836Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64542322	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	99801 Juneau	Alaska	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	58.351479	-134.49588							2001-02-16	16	2	2001	2482492	2482492	OBSERVATION	CLO	GBBC	OBS17982583				CC0_1_0					2025-11-17T16:46:30.836Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64542773	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	93021 Moorpark	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	34.280514	-118.886055							2002-02-15	15	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18085575				CC0_1_0					2025-11-17T16:46:30.836Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64542935	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		CA	T3Z 1A1 Redwood Meadows	Alberta	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	50.98377	-114.51223							2002-02-16	16	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18125593				CC0_1_0					2025-11-17T16:46:30.836Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64543051	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	93306 Bakersfield	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	35.38892	-118.93266							2002-02-15	15	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18152554				CC0_1_0					2025-11-17T16:46:30.837Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64543169	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	02769 Rehoboth	Massachusetts	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	41.84744	-71.25413							2002-02-16	16	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18170625				CC0_1_0					2025-11-17T16:46:30.837Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64543213	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	97720 Burns	Oregon	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	43.52752	-118.76579							2002-02-16	16	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18181671				CC0_1_0					2025-11-17T16:46:30.838Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64543664	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	82435 Powell	Wyoming	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	44.77915	-108.77112							2002-02-16	16	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18287753				CC0_1_0					2025-11-17T16:46:30.838Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64543826	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	49855 Marquette	Michigan	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	46.54628	-87.398132							2002-02-17	17	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18320304				CC0_1_0					2025-11-17T16:46:30.839Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64544104	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	11754 Kings Park	New York	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.884834	-73.242874							2002-02-15	15	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18384566				CC0_1_0					2025-11-17T16:46:30.839Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64544393	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	04730 Houlton	Maine	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	46.1192	-67.83266							2002-02-15	15	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18444960				CC0_1_0					2025-11-17T16:46:30.839Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64544555	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	92285 Landers	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	34.295784	-116.423195							2002-02-15	15	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18482666				CC0_1_0					2025-11-17T16:46:30.840Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64544717	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	86342 Lake Montezuma	Arizona	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	34.632816	-111.775566							2002-02-16	16	2	2002	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18515488				CC0_1_0					2025-11-17T16:46:30.840Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64545284	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	89311 Baker	Nevada	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	39.1174	-114.2916							2003-02-15	15	2	2003	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18676346				CC0_1_0					2025-11-17T16:46:30.840Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
64545446	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax		SPECIES	Corvus corax Linnaeus, 1758	Corvus corax		US	95688 Vacaville	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	38.37508	-122.00444							2003-02-15	15	2	2003	2482492	2482492	OBSERVATION	CLO	GBBC	OBS18748592				CC0_1_0					2025-11-17T16:46:30.841Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
